COCO_train2014_000000403553.jpg,t,0.181295,i,0.160230,l,0.144077,to,0.095411,1,0.090957,io,0.084245,lo,0.075828,t0,0.062723,i0,0.055384,l0,0.049850
COCO_train2014_000000293674.jpg,nain,0.124085,nainn,0.117318,naine,0.101912,oain,0.099924,anain,0.098734,oainn,0.094475,naina,0.093991,anainn,0.093345,ain,0.088782,aain,0.087433
COCO_train2014_000000466511.jpg,ctiouioonn,0.132493,ctiouoonn,0.122702,ctioucoonn,0.107293,ctiouicoonn,0.104880,ctiouconn,0.094654,ctiouiconn,0.094187,ctouioonn,0.093419,ctouoonn,0.086515,ctiouioinn,0.085090,ctiouoinn,0.078768
COCO_train2014_000000439482.jpg,selnd,0.285784,selad,0.146240,salnd,0.120525,selmd,0.116523,selnt,0.075387,salad,0.061675,selns,0.054624,selnl,0.051523,salmd,0.049142,selat,0.038577
COCO_train2014_000000509740.jpg,kheg,0.116265,keg,0.113403,rheg,0.107673,reg,0.105868,uheg,0.105051,ueg,0.103878,sheg,0.090160,seg,0.087705,wheg,0.085977,khg,0.084020
COCO_train2014_000000339189.jpg,sg,0.347909,sa,0.246208,s0,0.112155,sj,0.050765,bg,0.049519,shg,0.045974,s8,0.040357,s6,0.038360,ba,0.035023,gg,0.033730
COCO_train2014_000000295236.jpg,ts,0.357213,hs,0.125787,fs,0.108961,ks,0.077263,te,0.074539,es,0.062733,rs,0.059054,ls,0.057349,is,0.046951,s,0.030149
COCO_train2014_000000295893.jpg,iobng,0.115274,inbng,0.110586,ibng,0.108209,iobig,0.099774,iobing,0.097528,inbig,0.095725,ibig,0.093683,inbing,0.093573,iolng,0.092911,ilng,0.092737
COCO_train2014_000000154704.jpg,nser,0.179750,nsser,0.144786,iser,0.114748,niser,0.097062,nnser,0.093579,user,0.091009,isser,0.088288,inser,0.068633,dser,0.064164,ner,0.057982
COCO_train2014_000000466627.jpg,ooen,0.123610,dooen,0.118051,cooen,0.112075,doen,0.103795,coen,0.101471,oen,0.090934,doon,0.090784,oooen,0.087865,coon,0.087090,sooen,0.084324
COCO_train2014_000000019766.jpg,aees,0.224685,aes,0.154106,aeres,0.110222,aeees,0.101038,aens,0.073623,aeoes,0.069416,aeies,0.069244,ares,0.067822,aenes,0.065443,aers,0.064402
COCO_train2014_000000158787.jpg,red,0.126533,rned,0.123588,raed,0.111221,reed,0.108836,rnd,0.103963,rred,0.098869,rend,0.085976,rad,0.082388,reud,0.079949,rand,0.078677
COCO_train2014_000000284340.jpg,orulalemen,0.137338,orulaleen,0.112683,orulatemen,0.108801,orulauemen,0.105375,wrulalemen,0.093685,orulalenen,0.091779,crulalemen,0.089806,orulateen,0.089269,orulaueen,0.086458,mrulalemen,0.084808
COCO_train2014_000000113634.jpg,niss,0.110227,nntss,0.105559,mntss,0.105111,nnss,0.105046,mnss,0.103563,miss,0.101780,ntss,0.093260,nitss,0.092219,nness,0.092190,mness,0.091045
COCO_train2014_000000259137.jpg,aninon,0.152970,aninion,0.120441,aniion,0.118551,mninon,0.098463,mniion,0.097556,aniinon,0.089003,annion,0.084768,anmnion,0.082213,anininon,0.081055,anmion,0.074981
COCO_train2014_000000055033.jpg,ces,0.178817,coes,0.114371,ce,0.104330,cee,0.101932,cees,0.097352,caes,0.093313,cas,0.086525,cs,0.083709,coe,0.070547,cae,0.069104
COCO_train2014_000000052901.jpg,agbie,0.130267,abie,0.122347,agpie,0.103255,agbe,0.101250,apie,0.096915,abe,0.095094,avgbie,0.094666,avbie,0.088830,agbia,0.086312,abia,0.081065
COCO_train2014_000000051965.jpg,coniis,0.122420,conios,0.114130,conies,0.109605,coniios,0.106028,coniies,0.106009,conis,0.098517,contios,0.091550,contis,0.090294,conties,0.089372,coniris,0.072076
COCO_train2014_000000050586.jpg,igpih,0.143903,igih,0.141916,igah,0.120508,igpah,0.103580,igoih,0.097834,kgpih,0.083498,kgih,0.082345,hgpih,0.077854,hgih,0.076779,iggih,0.071783
COCO_train2014_000000151594.jpg,capital,0.254526,cacital,0.118544,capial,0.115896,cpital,0.113711,cagital,0.113070,capitai,0.074371,cacial,0.053978,ccital,0.052641,cpial,0.051777,cagial,0.051486
COCO_train2014_000000161738.jpg,ting,0.145059,taing,0.120187,ping,0.119180,ling,0.108956,paing,0.100302,laing,0.090090,tin,0.089187,tsing,0.076741,teing,0.076257,tain,0.074042
COCO_train2014_000000036622.jpg,soin,0.144077,soiin,0.109224,eoin,0.107296,sin,0.105146,siin,0.103872,soinn,0.100170,coin,0.087202,ein,0.083010,eiin,0.081787,stin,0.078216
COCO_train2014_000000117322.jpg,nad,0.178850,naed,0.174471,ned,0.156745,nd,0.128131,nnad,0.071247,nnaed,0.068868,nned,0.065972,nnd,0.054662,aed,0.053032,ad,0.048022
COCO_train2014_000000365032.jpg,geap,0.341408,gap,0.138170,seap,0.105615,feap,0.101091,giap,0.070455,ghap,0.054711,geay,0.054205,geafp,0.050656,sap,0.042755,fap,0.040934
COCO_train2014_000000429241.jpg,s,0.215298,cs,0.137819,ts,0.134303,os,0.096500,es,0.089686,r,0.085266,vs,0.075528,d,0.058740,,0.053678,ss,0.053182
COCO_train2014_000000124811.jpg,riy,0.138770,ry,0.114201,ris,0.101082,rs,0.096774,rgy,0.096513,rsy,0.094225,tiy,0.090807,ray,0.090752,diy,0.089351,rigy,0.087526
COCO_train2014_000000379749.jpg,mniiin,0.116416,mniin,0.114503,mnmiin,0.111392,moniin,0.105397,moniiin,0.102850,mniien,0.097334,mnmiien,0.091221,monmiin,0.091196,moniien,0.089088,mnniin,0.080606
COCO_train2014_000000073427.jpg,ess,0.152563,esa,0.121214,tss,0.115772,zss,0.106467,lss,0.096645,tsa,0.091503,es,0.086802,zsa,0.084164,lsa,0.076377,ts,0.068493
COCO_train2014_000000280968.jpg,inii,0.196786,iniii,0.154044,imii,0.100033,irii,0.094722,iniin,0.087434,icnii,0.082095,imiii,0.078350,iriii,0.074286,iniis,0.067837,icniii,0.064412
COCO_train2014_000000013336.jpg,settor,0.148326,sertor,0.121241,settors,0.103050,settorn,0.099848,settoro,0.094072,settoros,0.092162,settorm,0.089854,setton,0.084491,sertors,0.084270,settorms,0.082687
COCO_train2014_000000437522.jpg,rr,0.462148,mr,0.161132,rrn,0.066068,rlr,0.061545,rir,0.060074,tr,0.057016,rtr,0.046357,rry,0.038807,r,0.023816,mrn,0.023037
COCO_train2014_000000227441.jpg,ibentfichtion,0.195289,identfichtion,0.126001,ibentfchtion,0.121937,ibentifichtion,0.121535,ieentfichtion,0.085232,identfchtion,0.078674,identifichtion,0.078414,ibentifchtion,0.075885,ipentfichtion,0.059831,ibentfichton,0.057202
